Disease,Doctor,link
Fungal infection,Dr. Amarpreet Singh Riar,https://www.practo.com/delhi/doctor/amarpreet-singh-riar-general-physician?specialization=General%20Physician&practice_id=1026302
Allergy,Dr. (Maj.)Sharad Shrivastava,https://www.practo.com/delhi/doctor/dr-54-general-physician-1?specialization=General%20Physician&practice_id=1071396
GERD,Dr. Anirban Biswas,https://www.practo.com/delhi/doctor/anirban-biswas-diabetologist?specialization=General%20Physician&practice_id=789800
Chronic cholestasis,Dr. Aman Vij,https://www.practo.com/delhi/doctor/dr-aman-vij-general-physician?specialization=General%20Physician&practice_id=704972
Drug Reaction,Dr. Mansi Arya,https://www.practo.com/delhi/doctor/dr-mansi-arya-bhardwaj-homeopath?specialization=Homoeopath&practice_id=786334
Peptic ulcer diseae,Dr. Sunil Kumar Dwivedi,https://www.practo.com/delhi/doctor/dr-sunil-kumar-dwivedi-homeopath?specialization=Homoeopath&practice_id=654411
AIDS,Dr. Chhavi Bansal,https://www.practo.com/delhi/doctor/dr-chhavi-bansal-homeopath-1?specialization=Homoeopath&practice_id=1124019
Diabetes ,Dr. Sneh Khera,https://www.practo.com/delhi/doctor/dr-sneh-khera-homeopath?specialization=Homoeopath&practice_id=709153
Gastroenteritis,Dr. Inderjeet Singh,https://www.practo.com/delhi/doctor/inderjeet-singh-ayurveda-sexologist?specialization=Homoeopath&practice_id=1219975
Bronchial Asthma,Dr. Suman Mohan,https://www.practo.com/delhi/doctor/dr-suman-mohan-homoeopath?specialization=Homoeopath&practice_id=1173704
Hypertension ,Dr. Manish Munjal,https://www.practo.com/delhi/doctor/dr-manish-munjal-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=1045243
Migraine,Dr. Ajay Jain,https://www.practo.com/delhi/doctor/dr-ajay-jain-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=664069
Cervical spondylosis,Dr. Anshul Gupta,https://www.practo.com/delhi/doctor/dr-anshul-gupta-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=712546
Paralysis (brain hemorrhage),Dr. B B Khatri,https://www.practo.com/delhi/doctor/dr-b-b-khatri-ear-nose-throat-ent-specialist?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=702104
Jaundice,Dr. Rajeev Adhana,https://www.practo.com/delhi/clinic/adhana-ent-clinic-dilshad-garden?subscription_id=1296734&reach_subscription_id=45459&specialization=Ear-Nose-Throat%20(ENT)%20Specialist&ad_id=403277995611153&show_all=true
Malaria,Dr. Vidit Tripathi,https://www.practo.com/delhi/doctor/dr-vidit-tripathi-ear-nose-throat-ent-specialist-3?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=736234
Chicken pox,Dr. Arun Wadhawan,https://www.practo.com/delhi/doctor/dr-arun-wadhawan-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=710928
Dengue,Dr. Neha Sood,https://www.practo.com/delhi/doctor/dr-neha-sood-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=680128
Typhoid,Dr. Vineet Narula,https://www.practo.com/delhi/doctor/vineet-narula-ear-nose-throat-ent-specialist-1?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=1107540
hepatitis A,Dr. Yogesh Jain,https://www.practo.com/delhi/doctor/dr-yogesh-jain-2-ear-nose-throat-ent-specialist?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=1118463
Hepatitis B,Dr. Rakesh Singh,https://www.practo.com/delhi/doctor/dr-rakesh-singh-ear-nose-throat-ent-specialist?specialization=Ear-Nose-Throat%20(ENT)%20Specialist&practice_id=670997
Hepatitis C,Dr. Sudha Asokan,https://www.practo.com/delhi/doctor/dr-sudha-asokan-ayurveda-1?specialization=Ayurveda&practice_id=654473
Hepatitis D,Dr. Mahesh Shah,https://www.practo.com/delhi/doctor/dr-shah-4-sexologist?specialization=Ayurveda&practice_id=688515
Hepatitis E,Dr. S K Singh,https://www.practo.com/delhi/doctor/dr-s-k-singh-ayurveda?specialization=Ayurveda&practice_id=725617
Alcoholic hepatitis,Dr. Sudhir Bhola,https://www.practo.com/delhi/doctor/sudhir-bhola-alternative-medicine?specialization=Ayurveda&practice_id=1065993
Tuberculosis,Dr. Jyoti Arora Monga,https://www.practo.com/delhi/doctor/dr-jyoti-arora-ayurveda?specialization=Ayurveda&practice_id=693424
Common Cold,Dr. Vijay Abbot,https://www.practo.com/delhi/doctor/dr-vijay-abbot-sexologist?specialization=Ayurveda&practice_id=688515
Pneumonia,Dr. Rakesh Gupta,https://www.practo.com/delhi/doctor/dr-rakesh-gupta-ayurveda?specialization=Ayurveda&practice_id=825935
Dimorphic hemmorhoids(piles),Dr. Sugeeta Mutreja,https://www.practo.com/delhi/doctor/sugeeta-mutreja-dietitian-nutritionist?specialization=Ayurveda&practice_id=1010860
Heart attack,Dr. Ruchi Gupta,https://www.practo.com/delhi/doctor/dr-ruchi-gupta-1-ayurveda?specialization=Ayurveda&practice_id=825935
Varicose veins,Dr. Praveen Rustagi,https://www.practo.com/delhi/doctor/dr-praveen-rustagi-ayurveda?specialization=Ayurveda&practice_id=1121150
Hypothyroidism,Dr. S.K Kashyap,https://www.practo.com/delhi/doctor/s-k-kashyap-dermatologist-cosmetologist?specialization=Dermatologist&practice_id=767677
Hyperthyroidism,Dr. Nipun Jain,https://www.practo.com/delhi/doctor/dr-nipun-jain-dermatologist-cosmetologist-2?specialization=Dermatologist&practice_id=850375
Hypoglycemia,Dr. Rohit Batra,https://www.practo.com/delhi/doctor/dr-rohit-batra-dermatologist-cosmetologist-1?specialization=Dermatologist&practice_id=673325
Osteoarthristis,Dr. Lipy Gupta,https://www.practo.com/delhi/doctor/dr-lipy-gupta-dermatologist-cosmetologist?specialization=Dermatologist&practice_id=689248
Arthritis,Dr. Gaurav Garg,https://www.practo.com/delhi/doctor/dr-gaurav-garg-dermatologist-cosmetologist?specialization=Dermatologist&practice_id=690976
(vertigo) Paroymsal  Positional Vertigo,Dr. Parmil Kumar Sharma,https://www.practo.com/delhi/doctor/dr-p-k-sharma-dermatologist-cosmetologist-1?specialization=Dermatologist&practice_id=896686
Acne,Dr. Shruti Gupta,https://www.practo.com/delhi/doctor/shruti-gupta-dermatologist?specialization=Dermatologist&practice_id=1009300
Urinary tract infection,Dr. Manisha Chopra,https://www.practo.com/delhi/doctor/dr-manisha-chopra-dermatologist-cosmetologist?specialization=Dermatologist&practice_id=700888
Psoriasis,Dr. Ranjan Upadhyay,https://www.practo.com/delhi/doctor/dr-ranjan-upadhyay-dermatologist-cosmetologist-1-6350?specialization=Dermatologist&practice_id=649436
Impetigo,Dr. Gayatri Bala Juneja,https://www.practo.com/delhi/doctor/dr-gayatri-bala-juneja-gynecologist-obstetrician-2?specialization=Gynecologist/Obstetrician&practice_id=1010694
